epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6621.14,1.0286,0.58377,0.87623,0.53844,0.39709,0.41285,0.24882,1.19139,0.84844,0.90713,0.004093,0.004093,0.004093
181,6658.01,1.02841,0.58253,0.8751,0.53846,0.39617,0.4126,0.24873,1.19154,0.84841,0.90723,0.00406,0.00406,0.00406
182,6694.47,1.02796,0.57996,0.87488,0.53716,0.39717,0.41275,0.24887,1.1915,0.84877,0.9072,0.004027,0.004027,0.004027
183,6730.88,1.03068,0.58124,0.87543,0.53753,0.39732,0.41306,0.24885,1.19182,0.84911,0.90724,0.003994,0.003994,0.003994
184,6767.66,1.02962,0.58205,0.87615,0.53827,0.3974,0.41296,0.24884,1.19175,0.84942,0.90721,0.003961,0.003961,0.003961
185,6804.42,1.02256,0.57503,0.87533,0.5376,0.39787,0.41302,0.24868,1.19187,0.84979,0.90726,0.003928,0.003928,0.003928
186,6840.91,1.02038,0.5741,0.87366,0.53891,0.39727,0.41303,0.24876,1.19195,0.85002,0.90727,0.003895,0.003895,0.003895
187,6876.84,1.02304,0.57403,0.87388,0.53689,0.39773,0.41307,0.2488,1.1918,0.84996,0.90728,0.003862,0.003862,0.003862
188,6913.12,1.02332,0.5742,0.87383,0.537,0.39765,0.41322,0.24882,1.19192,0.85026,0.90744,0.003829,0.003829,0.003829
189,6949.79,1.0193,0.57244,0.87336,0.53714,0.3979,0.41334,0.24891,1.19219,0.85057,0.90749,0.003796,0.003796,0.003796
190,6986.79,1.01797,0.56957,0.87166,0.53639,0.39867,0.41338,0.24877,1.19213,0.85047,0.90751,0.003763,0.003763,0.003763
191,7023.52,1.01824,0.56938,0.87236,0.5377,0.39748,0.41313,0.24866,1.19253,0.85091,0.90757,0.00373,0.00373,0.00373
192,7060.37,1.0159,0.56784,0.8724,0.53784,0.39737,0.41316,0.24884,1.19242,0.85103,0.90764,0.003697,0.003697,0.003697
193,7097.15,1.01068,0.56501,0.87186,0.53534,0.39829,0.41338,0.24887,1.19238,0.85123,0.90762,0.003664,0.003664,0.003664
194,7133.95,1.01169,0.5648,0.87226,0.53564,0.39812,0.41342,0.24885,1.19217,0.85151,0.9076,0.003631,0.003631,0.003631
195,7170.89,1.01266,0.56481,0.87141,0.53563,0.39837,0.41335,0.24884,1.19236,0.85201,0.90767,0.003598,0.003598,0.003598
196,7207.64,1.01069,0.56263,0.87112,0.53803,0.39703,0.41333,0.24895,1.19216,0.85212,0.90773,0.003565,0.003565,0.003565
197,7244.73,1.00711,0.5617,0.87064,0.53732,0.39721,0.41323,0.24904,1.19202,0.85228,0.90776,0.003532,0.003532,0.003532
198,7281.61,1.00538,0.55941,0.87017,0.53728,0.39713,0.41341,0.24904,1.19202,0.85236,0.90777,0.003499,0.003499,0.003499
199,7318.37,1.00217,0.55672,0.86933,0.53744,0.39759,0.41375,0.249,1.1921,0.85259,0.90786,0.003466,0.003466,0.003466
200,7355.2,1.00113,0.5559,0.86928,0.53649,0.39834,0.41364,0.24884,1.19193,0.85259,0.90789,0.003433,0.003433,0.003433
201,7391.76,1.00458,0.55656,0.86934,0.53715,0.39683,0.41358,0.24889,1.19201,0.85266,0.90784,0.0034,0.0034,0.0034
202,7428.58,1.00361,0.55519,0.86909,0.539,0.39674,0.4137,0.24903,1.19204,0.85309,0.90793,0.003367,0.003367,0.003367
203,7465.33,1.00116,0.55447,0.86864,0.53912,0.39695,0.41365,0.24885,1.19207,0.85319,0.90797,0.003334,0.003334,0.003334
204,7502.19,0.99894,0.55327,0.86918,0.54107,0.39671,0.414,0.24886,1.19204,0.85323,0.90798,0.003301,0.003301,0.003301
205,7538.98,0.99538,0.54876,0.86731,0.54079,0.39674,0.41419,0.24895,1.19207,0.85328,0.9081,0.003268,0.003268,0.003268
206,7575.86,0.99662,0.55026,0.86577,0.54197,0.39594,0.41436,0.24921,1.19206,0.85384,0.90812,0.003235,0.003235,0.003235
207,7612.74,0.99301,0.54725,0.86625,0.53892,0.39765,0.41425,0.24918,1.19209,0.85406,0.90812,0.003202,0.003202,0.003202
208,7649.5,0.99096,0.54628,0.86648,0.53853,0.39764,0.41425,0.24896,1.19239,0.85423,0.90818,0.003169,0.003169,0.003169
209,7685.68,0.99271,0.54645,0.86597,0.53921,0.39823,0.41447,0.24905,1.19274,0.85456,0.90824,0.003136,0.003136,0.003136
210,7722.38,0.98875,0.5447,0.86606,0.54036,0.39755,0.41438,0.24901,1.19275,0.85494,0.90825,0.003103,0.003103,0.003103
211,7758.66,0.99096,0.54383,0.86549,0.5382,0.39822,0.41429,0.24914,1.1927,0.85495,0.90829,0.00307,0.00307,0.00307
212,7794.86,0.98745,0.54208,0.86507,0.53866,0.39844,0.41397,0.24903,1.19295,0.8551,0.90829,0.003037,0.003037,0.003037
213,7831.63,0.98559,0.54192,0.86362,0.53726,0.39888,0.414,0.24899,1.19308,0.85566,0.9083,0.003004,0.003004,0.003004
214,7868.4,0.98368,0.53957,0.86298,0.53506,0.40019,0.41404,0.24902,1.19336,0.85617,0.90828,0.002971,0.002971,0.002971
215,7905.16,0.98445,0.53939,0.86481,0.5351,0.40016,0.41424,0.24916,1.19346,0.85629,0.90835,0.002938,0.002938,0.002938
216,7941.93,0.98112,0.53723,0.86556,0.53633,0.39984,0.41392,0.24903,1.1937,0.85691,0.9084,0.002905,0.002905,0.002905
217,7978.3,0.97869,0.53662,0.86305,0.53757,0.39896,0.41423,0.24906,1.19345,0.85707,0.90845,0.002872,0.002872,0.002872
218,8015.13,0.97765,0.53427,0.8623,0.5364,0.39962,0.4141,0.2491,1.19361,0.8571,0.90845,0.002839,0.002839,0.002839
219,8051.97,0.97618,0.53286,0.86229,0.53703,0.39918,0.41381,0.249,1.19368,0.85723,0.90849,0.002806,0.002806,0.002806
220,8088.78,0.97682,0.53339,0.86306,0.53753,0.39926,0.41381,0.24891,1.19372,0.85747,0.90849,0.002773,0.002773,0.002773
221,8125.57,0.97464,0.53179,0.86277,0.53772,0.39937,0.414,0.24917,1.19383,0.85754,0.90853,0.00274,0.00274,0.00274
222,8162.37,0.96911,0.52754,0.86148,0.53858,0.39882,0.41398,0.24914,1.19401,0.85778,0.90854,0.002707,0.002707,0.002707
223,8199.28,0.96881,0.52874,0.86119,0.53897,0.39968,0.41399,0.2493,1.19409,0.85795,0.90863,0.002674,0.002674,0.002674
224,8236.26,0.96973,0.52797,0.8624,0.53819,0.39939,0.41362,0.24915,1.19439,0.85846,0.90871,0.002641,0.002641,0.002641
225,8272.99,0.97083,0.5277,0.86019,0.53911,0.3986,0.41362,0.24915,1.19462,0.85843,0.90878,0.002608,0.002608,0.002608
226,8309.8,0.9675,0.52673,0.85963,0.53891,0.39873,0.41362,0.2491,1.1947,0.85871,0.90876,0.002575,0.002575,0.002575
227,8346.24,0.96408,0.52386,0.85985,0.53832,0.39792,0.41345,0.24897,1.19465,0.85868,0.90878,0.002542,0.002542,0.002542
228,8382.9,0.96348,0.52263,0.85948,0.53785,0.39876,0.4135,0.24897,1.19479,0.85888,0.90885,0.002509,0.002509,0.002509
229,8419.76,0.95858,0.51869,0.85805,0.53583,0.40016,0.41355,0.24886,1.19498,0.85966,0.90889,0.002476,0.002476,0.002476
230,8456.53,0.96282,0.52244,0.85935,0.5335,0.40136,0.41362,0.24901,1.1949,0.85995,0.90888,0.002443,0.002443,0.002443
231,8493.28,0.96003,0.5198,0.85791,0.53487,0.40107,0.4136,0.24901,1.19519,0.86024,0.90897,0.00241,0.00241,0.00241
232,8530.11,0.96018,0.5212,0.85755,0.53494,0.40094,0.41347,0.2489,1.19528,0.86063,0.90901,0.002377,0.002377,0.002377
233,8566.84,0.9538,0.51495,0.85729,0.53405,0.4014,0.4135,0.24877,1.19559,0.86075,0.90909,0.002344,0.002344,0.002344
234,8603.56,0.9557,0.51681,0.85817,0.53474,0.40134,0.41339,0.24871,1.19585,0.86119,0.90914,0.002311,0.002311,0.002311
235,8640.28,0.95732,0.51744,0.85845,0.53288,0.40239,0.41354,0.24869,1.19619,0.86118,0.9092,0.002278,0.002278,0.002278
236,8676.79,0.95048,0.51364,0.85675,0.53494,0.40108,0.41327,0.24871,1.19588,0.86133,0.90924,0.002245,0.002245,0.002245
237,8712.95,0.95089,0.51266,0.85648,0.53671,0.40072,0.41329,0.24866,1.19602,0.86154,0.90924,0.002212,0.002212,0.002212
238,8749.61,0.95097,0.51305,0.85611,0.53665,0.40005,0.41301,0.24866,1.19615,0.86192,0.90929,0.002179,0.002179,0.002179
239,8785.63,0.94379,0.50804,0.85509,0.53642,0.401,0.41301,0.24851,1.19619,0.86179,0.90931,0.002146,0.002146,0.002146
240,8821.99,0.94552,0.51062,0.85527,0.53692,0.39977,0.41291,0.24832,1.19632,0.86182,0.90938,0.002113,0.002113,0.002113
241,8858.77,0.94397,0.5085,0.85483,0.53554,0.40128,0.41285,0.24827,1.19646,0.8622,0.90936,0.00208,0.00208,0.00208
242,8895.42,0.94537,0.50992,0.85613,0.53611,0.40093,0.41294,0.24821,1.19655,0.86267,0.90937,0.002047,0.002047,0.002047
243,8931.48,0.94271,0.50868,0.85489,0.53525,0.40084,0.41313,0.24835,1.19684,0.86299,0.90946,0.002014,0.002014,0.002014
244,8967.98,0.93986,0.50565,0.85421,0.536,0.4001,0.41301,0.24828,1.19694,0.86344,0.9095,0.001981,0.001981,0.001981
245,9004.68,0.93932,0.5051,0.85444,0.53622,0.40031,0.41288,0.24819,1.19691,0.86373,0.90948,0.001948,0.001948,0.001948
246,9041.45,0.93659,0.50214,0.85349,0.53552,0.40091,0.41284,0.24816,1.19708,0.86411,0.90952,0.001915,0.001915,0.001915
247,9078.19,0.93679,0.50191,0.85243,0.5355,0.40113,0.41283,0.24815,1.19709,0.86409,0.9096,0.001882,0.001882,0.001882
248,9114.93,0.93531,0.50212,0.85317,0.53572,0.40137,0.41279,0.24804,1.19712,0.86459,0.90956,0.001849,0.001849,0.001849
249,9151.88,0.9321,0.49939,0.85165,0.538,0.40022,0.41292,0.24822,1.19705,0.86492,0.90962,0.001816,0.001816,0.001816
250,9188.45,0.93092,0.49798,0.85259,0.53506,0.40153,0.4128,0.24811,1.1972,0.86521,0.90962,0.001783,0.001783,0.001783
251,9225.16,0.93025,0.49808,0.85241,0.53629,0.40113,0.41279,0.24814,1.19742,0.86557,0.90958,0.00175,0.00175,0.00175
252,9261.93,0.92823,0.4948,0.85197,0.53681,0.40098,0.41276,0.24787,1.19746,0.86563,0.90969,0.001717,0.001717,0.001717
253,9298.69,0.92229,0.49335,0.8508,0.53738,0.40107,0.41294,0.24804,1.19758,0.86591,0.90961,0.001684,0.001684,0.001684
254,9335.24,0.92536,0.4951,0.85191,0.54025,0.39972,0.41289,0.24773,1.19772,0.866,0.90967,0.001651,0.001651,0.001651
255,9371.92,0.92366,0.49382,0.85128,0.54005,0.40027,0.41299,0.24771,1.19795,0.8668,0.90973,0.001618,0.001618,0.001618
256,9408.6,0.92193,0.49268,0.85132,0.54104,0.39937,0.41283,0.2476,1.19806,0.86699,0.90972,0.001585,0.001585,0.001585
257,9445.27,0.91878,0.4916,0.84962,0.54118,0.39917,0.41275,0.24752,1.19833,0.86697,0.90978,0.001552,0.001552,0.001552
258,9482.04,0.92084,0.49031,0.85043,0.53934,0.40075,0.41257,0.24741,1.1984,0.86708,0.90981,0.001519,0.001519,0.001519
259,9518.19,0.92109,0.49156,0.84957,0.53913,0.40051,0.41258,0.24741,1.19869,0.86782,0.90984,0.001486,0.001486,0.001486
260,9554.23,0.91425,0.48784,0.84915,0.53931,0.40071,0.4124,0.24761,1.19879,0.86813,0.90988,0.001453,0.001453,0.001453
261,9589.98,0.91651,0.48804,0.84889,0.53864,0.40027,0.41234,0.24752,1.19882,0.86833,0.90995,0.00142,0.00142,0.00142
262,9625.92,0.91432,0.48777,0.84726,0.53817,0.40103,0.41232,0.24746,1.19891,0.86879,0.91003,0.001387,0.001387,0.001387
263,9661.84,0.91065,0.48411,0.84732,0.53865,0.40129,0.41259,0.24755,1.1992,0.86948,0.91011,0.001354,0.001354,0.001354
264,9697.7,0.91206,0.48414,0.84829,0.54009,0.39963,0.41235,0.24742,1.19916,0.86995,0.91011,0.001321,0.001321,0.001321
265,9733.7,0.90943,0.48355,0.84786,0.53972,0.39926,0.41227,0.24758,1.19901,0.86994,0.91015,0.001288,0.001288,0.001288
266,9769.83,0.90846,0.48323,0.84706,0.53999,0.39926,0.41214,0.24763,1.19898,0.87011,0.91017,0.001255,0.001255,0.001255
267,9806.45,0.90761,0.48242,0.84688,0.53913,0.39987,0.41237,0.24769,1.19935,0.87016,0.91025,0.001222,0.001222,0.001222
268,9843.29,0.90508,0.48039,0.84641,0.54,0.39924,0.41236,0.24766,1.19937,0.8701,0.91029,0.001189,0.001189,0.001189
269,9880.06,0.90182,0.47849,0.84549,0.53868,0.39934,0.41233,0.24761,1.1996,0.8702,0.9103,0.001156,0.001156,0.001156
270,9916.8,0.90186,0.47747,0.84615,0.54041,0.399,0.41218,0.24731,1.19991,0.87042,0.91028,0.001123,0.001123,0.001123
271,9953.56,0.90039,0.47741,0.8459,0.54209,0.39834,0.4124,0.24747,1.20011,0.87083,0.91038,0.00109,0.00109,0.00109
272,9990.24,0.89776,0.47527,0.84542,0.54201,0.39809,0.4121,0.24731,1.20039,0.87138,0.9104,0.001057,0.001057,0.001057
273,10027.1,0.89675,0.47483,0.84425,0.54239,0.39777,0.41182,0.24716,1.20026,0.87162,0.91041,0.001024,0.001024,0.001024
274,10063.9,0.89548,0.47359,0.84405,0.54253,0.398,0.41193,0.24691,1.2007,0.872,0.91041,0.000991,0.000991,0.000991
275,10100.7,0.89441,0.47452,0.8444,0.54141,0.39879,0.41182,0.24681,1.20079,0.8724,0.91046,0.000958,0.000958,0.000958
276,10137.5,0.89049,0.47148,0.84402,0.54284,0.39819,0.41212,0.24704,1.20111,0.87294,0.91053,0.000925,0.000925,0.000925
277,10174.4,0.89108,0.47169,0.84536,0.54395,0.39766,0.41211,0.24706,1.20102,0.87301,0.91056,0.000892,0.000892,0.000892
278,10211.2,0.88918,0.46971,0.84399,0.54526,0.39686,0.41179,0.24693,1.20097,0.87318,0.91062,0.000859,0.000859,0.000859
279,10248,0.88562,0.46807,0.84277,0.54431,0.39761,0.4116,0.24685,1.20126,0.87355,0.91072,0.000826,0.000826,0.000826
280,10284.9,0.88414,0.4668,0.84192,0.54449,0.39767,0.4116,0.2468,1.20138,0.87414,0.91069,0.000793,0.000793,0.000793
281,10323.1,0.88615,0.4681,0.84301,0.54594,0.39699,0.41172,0.24701,1.20133,0.87446,0.9108,0.00076,0.00076,0.00076
282,10359.9,0.8839,0.46726,0.84227,0.54745,0.3973,0.41172,0.24668,1.20156,0.87536,0.91082,0.000727,0.000727,0.000727
283,10396.6,0.8797,0.46429,0.84186,0.54618,0.39811,0.41175,0.24678,1.20168,0.87552,0.91089,0.000694,0.000694,0.000694
284,10433.5,0.87923,0.46396,0.84128,0.54497,0.39895,0.41182,0.24662,1.20187,0.87592,0.91093,0.000661,0.000661,0.000661
285,10470.3,0.88024,0.46517,0.84155,0.5452,0.39973,0.41178,0.24665,1.20213,0.87629,0.91095,0.000628,0.000628,0.000628
286,10507.1,0.88023,0.46333,0.84163,0.54388,0.40049,0.41167,0.24654,1.20219,0.87656,0.911,0.000595,0.000595,0.000595
287,10544,0.87561,0.46175,0.84223,0.54554,0.39994,0.41159,0.24637,1.20223,0.87705,0.911,0.000562,0.000562,0.000562
288,10581,0.87608,0.46115,0.84117,0.54605,0.40012,0.41138,0.24633,1.2026,0.87776,0.91112,0.000529,0.000529,0.000529
289,10617.8,0.87381,0.46071,0.83983,0.54556,0.40017,0.41121,0.24626,1.20255,0.87808,0.91118,0.000496,0.000496,0.000496
290,10654.7,0.87343,0.46096,0.84003,0.54576,0.40014,0.41107,0.24615,1.20301,0.87931,0.91127,0.000463,0.000463,0.000463
291,10691.6,0.87176,0.45885,0.8401,0.54495,0.40022,0.41093,0.24616,1.20313,0.8796,0.91136,0.00043,0.00043,0.00043
292,10728.4,0.87152,0.45977,0.83903,0.54491,0.40025,0.41086,0.24581,1.20343,0.88024,0.9114,0.000397,0.000397,0.000397
